"Ano:2016 Modelo: Todos Data: 06/12/2016
Categoria: Todas Motor: Todos Última Atualização: 06/12/2016
Marca: Todas
INSTITUTO NACIONAL DE METROLOGIA,
QUALIDADE E TECNOLOGIA
PROGRAMA BRASILEIRO DE ETIQUETAGEM ­ PBE
Tabelas de Consumo/Eficiência
Etiqueta Nacional de Conservação de Energia ­ ENCE
Energética
Veículos Automotores Leves
Categoria Todas
Modelos com classificação PBE para ENCE
Comparação entre modelos participantes
Ano2016
35Marcas
Valor de CO2 da
1102 Modelos/Versões emissão no
escapamento referente Valores em km/l medidos em condições padrão de laboratório (NBR7024) e ajustados para
349Modelo(s) com Selo CONPET ao combustível de simular condições mais comuns de utilização. O consumo percebido pelo motorista poderá
origem fóssil não variar para mais ou para menos, dependendo das condições de uso. Para saber por que,
renovável consulte: www.inmetro.gov.br e www.conpet.gov.br",,None_1,None_2,None_3,None_4,None_5,None_6,None_7,None_8,None_9,None_10,None_11,None_12,None_13,None_14,None_15,None_16,None_17,None_18,None_19,None_20,None_21,Página,Ano,
,VOLVO,V40,2.0­16V,"CCT5 AWD
Dynamic",A­6,S,E­H,G,"0,019","0,267","0,014",A,\,144,\,\,"8,3","11,3","2,35",E,C,­,13,2016,MÉDIO
,VOLVO,V40,1.5­16V,T3 CCountry,A­6,S,E­H,G,"0,011","0,070","0,012",A,\,127,\,\,"9,7","12,1","2,05",E,C,­,13,2016,MÉDIO
,VOLVO,V40,1.5­16V,T3 Inscript,A­6,S,E­H,G,"0,011","0,070","0,012",A,\,127,\,\,"9,7","12,1","2,05",E,C,­,13,2016,MÉDIO
,VOLVO,V40,1.5­16V,T3 Kinetic,A­6,S,E­H,G,"0,011","0,070","0,012",A,\,127,\,\,"9,7","12,1","2,05",E,C,­,13,2016,MÉDIO
,VOLVO,V40,1.5­16V,T3 Momentum,A­6,S,E­H,G,"0,011","0,070","0,012",A,\,127,\,\,"9,7","12,1","2,05",E,C,­,13,2016,MÉDIO
,VOLVO,V40,1.5­16V,T3 R­Design,A­6,S,E­H,G,"0,011","0,070","0,012",A,\,127,\,\,"9,7","12,1","2,05",E,C,­,13,2016,MÉDIO
,VOLVO,V40,1.5­16V,T3 Summum,A­6,S,E­H,G,"0,011","0,070","0,012",A,\,127,\,\,"9,7","12,1","2,05",E,C,­,13,2016,MÉDIO
,VOLVO,V40,2.0­16V,T4 Kinetic T,A­6,S,E­H,G,"0,011","0,092","0,014",A,\,119,\,\,"10,3","12,8","1,93",D,B,­,13,2016,MÉDIO
,VOLVO,V40,2.0­16V,T4 Inscript,A­6,S,E­H,G,"0,011","0,092","0,014",A,\,119,\,\,"10,3","12,8","1,93",D,B,­,13,2016,MÉDIO
,VOLVO,V40,2.0­16V,T4 Momentum,A­6,S,E­H,G,"0,011","0,092","0,014",A,\,119,\,\,"10,3","12,8","1,93",D,B,­,13,2016,MÉDIO
,VOLVO,V40,2.0­16V,T4 R­Design,A­6,S,E­H,G,"0,011","0,092","0,014",A,\,119,\,\,"10,3","12,8","1,93",D,B,­,13,2016,MÉDIO
,VOLVO,V40,2.0­16V,T4 Summum,A­6,S,E­H,G,"0,011","0,092","0,014",A,\,119,\,\,"10,3","12,8","1,93",D,B,­,13,2016,MÉDIO
,VOLVO,V40 Cross Country,2.0­16V,T4 C Coutry,A­6,S,E,G,"0,009","0,048","0,012",A,\,120,\,\,"10,4","12,4","1,94",D,B,­,13,2016,MÉDIO
,VOLVO,V40 Cross Country,2.0­16V,CC T4 Moment,A­6,S,E,G,"0,009","0,048","0,012",A,\,120,\,\,"10,4","12,4","1,94",D,B,­,13,2016,MÉDIO
,VOLVO,V40 Cross Country,2.0­16V,CC T4 Kinetic,A­6,S,E,G,"0,009","0,048","0,012",A,\,120,\,\,"10,4","12,4","1,94",D,B,­,13,2016,MÉDIO
,VOLKSWAGEN,Novo Golf,1.6­16V,Comfortline,M­5,S,E,F,"0,040","0,269","0,019",B,0,120,"7,0","9,2","10,1","13,0","1,94",D,B,­,13,2016,MÉDIO
,VOLKSWAGEN,Novo Golf,1.6­16V,Comfortline,A­6,S,E,F,"0,038","0,221","0,012",B,0,123,"6,8","8,9","10,0","12,6","1,99",D,C,­,13,2016,MÉDIO
,VOLKSWAGEN,Golf TSI,1.0­16V,Comfortline,M­6,S,E,F,"0,025","0,296","0,031",A,0,103,"8,4","10,1","11,9","14,3","1,66",A,A,SIM,13,2016,MÉDIO
,VOLKSWAGEN,Novo Golf TSI,1.4­16V,Highline,M­6,S,E,F,"0,024","0,369","0,022",A,0,107,"7,9","9,5","11,6","13,6","1,75",A,B,SIM,13,2016,MÉDIO
,VOLKSWAGEN,Novo Golf TSI,1.4­16V,Highline,A­6,S,E,F,"0,028","0,587","0,010",A,0,109,"7,7","9,5","11,3","13,7","1,78",B,B,­,13,2016,MÉDIO
,VOLKSWAGEN,Novo Golf GTI,2.0­16V,,DCT­6,S,E,G,"0,011","0,122","0,041",A,\,122,\,\,"10,2","12,1","1,99",D,C,­,13,2016,MÉDIO
,VOLKSWAGEN,Novo Voyage,1.0­12V,Trendline,M­5,S,H,F,"0,022","0,238","0,027",A,0,95,"8,7","10,5","12,9","15,4","1,56",A,A,SIM,13,2016,MÉDIO
,VOLKSWAGEN,Novo Voyage,1.0­12V,Comfortline,M­5,S,H,F,"0,022","0,238","0,027",A,0,95,"8,7","10,5","12,9","15,4","1,56",A,A,SIM,13,2016,MÉDIO
,VOLKSWAGEN,Novo Voyage,1.6­8V,Trendline,M­5,S,H,F,"0,022","0,762","0,013",A,0,111,"7,5","9,4","11,1","13,3","1,81",B,B,­,13,2016,MÉDIO
,VOLKSWAGEN,Novo Voyage,1.6­8V,Comfortline,M­5,S,H,F,"0,022","0,762","0,013",A,0,111,"7,5","9,4","11,1","13,3","1,81",B,B,­,13,2016,MÉDIO
,VOLKSWAGEN,Novo Voyage,1.6­8V,Highline,M­5,S,H,F,"0,022","0,762","0,013",A,0,111,"7,5","9,4","11,1","13,3","1,81",B,B,­,13,2016,MÉDIO
,VOLKSWAGEN,Voyage (2017),1.6­8V,Comfortline,M­5,S,H,F,"0,016","0,347","0,017",A,0,106,"8,0","9,9","11,6","14,1","1,72",A,B,SIM,13,2016,MÉDIO
,VOLKSWAGEN,Voyage (2017),1.6­8V,Highline,M­5,S,H,F,"0,016","0,347","0,017",A,0,106,"8,0","9,9","11,6","14,1","1,72",A,B,SIM,13,2016,MÉDIO
,VOLKSWAGEN,Voyage (2017),1.6­8V,Trendline,M­5,S,H,F,"0,028","0,637","0,017",A,0,105,"7,9","10,0","11,5","14,5","1,71",A,B,SIM,13,2016,MÉDIO
,VOLKSWAGEN,Novo Voyage,1.6­8V,"Comfortline
(I­Motion)",MTA­5,S,H,F,"0,025","0,431","0,024",A,0,110,"7,8","9,5","11,2","13,5","1,78",B,B,­,13,2016,MÉDIO
,VOLKSWAGEN,Novo Voyage,1.6­8V,"Highline (I­
Motion)",MTA­5,S,H,F,"0,025","0,431","0,024",A,0,110,"7,8","9,5","11,2","13,5","1,78",B,B,­,13,2016,MÉDIO
,VOLKSWAGEN,Spacefox (2017),1.6­8V,"Trendline (I­
Motion)",MTA­5,S,E,F,"0,017","0,464","0,018",A,0,111,"7,7","9,3","11,1","13,2","1,81",B,B,­,13,2016,MÉDIO
,VOLKSWAGEN,Spacefox (2017),1.6­8V,"Comfortline
(I­Motion)",MTA­5,S,E,F,"0,017","0,464","0,018",A,0,111,"7,7","9,3","11,1","13,2","1,81",B,B,­,13,2016,MÉDIO
,VOLKSWAGEN,Spacefox (2017),1.6­8V,Trendline,M­5,S,E,F,"0,019","0,333","0,026",A,0,110,"7,8","9,5","11,1","13,6","1,78",B,B,­,13,2016,MÉDIO
,,,,,,,,,,,,,,,,,,,,,,,13,2016,Página 13 / 44
,,,,,,,,,,,,,,,,,,,,,,,13,2016,
,,,,,,,,,,,,,,,,,,,,,,,14,2016,
,Marca(?),Modelo(?),Motor,Versão,"Transmissão
Velocidades
(nº)","Ar
Cond.","Direção
Assistida",Combustível,Emissões no Escapamento,,,,,,Quilometragem por Litro(?),,,,"Consumo
Energético
(MJ/km)",Classificação PBE,,"Selo
CONPET
de
Eficiência
Energética",14,2016,Categoria
,,,,,"Manual
(M)
Automática
(A)
Automática
Dupla
Embreagem
(DCT)
Automatizada
(MTA)
Contínua","Sim
(S)
Não
(N)","Hidráulica
(H)
Mecânica
(M)
Elétrica
(E)
Eletro­
hidráulica
(E­H)","Etanol
(E)
Gasolina
(G)
Flex
(F)
Diesel
(D)",Poluentes(?),,,,Gás Efeito Estufa(?),,Etanol,,"Gasolina /
Diesel",,,,,,14,2016,
,,,,,,,,,"NMHC
(g/km)","CO
(g/km)","NOx
(g/km)","Redução
Relativa
ao
Limite",Etanol,"Gasolina /
Diesel","Cidade
(km/l)","Estrada
(km/l)","Cidade
(km/l)","Estrada
(km/l)",,"Comparação
Relativa na
Categoria","Comparação
Absoluta
Geral",,14,2016,
,,,,,,,,,,,,,"CO2
fóssil
(g/km)","CO2 fóssil
(g/km)",,,,,,,,,14,2016,
,,,,,(CVT),,,,,,,,,,,,,,,,,,14,2016,
,VOLKSWAGEN,Spacefox (2017),1.6­8V,Comfortline,M­5,S,E,F,"0,019","0,333","0,026",A,0,110,"7,8","9,5","11,1","13,6","1,78",B,B,­,14,2016,MÉDIO
,VOLKSWAGEN,"Spacefox (2017)(Exceto rodas aro 16"")",1.6­16V,Highline,M­6,S,E,F,"0,030","0,406","0,015",A,0,107,"8,0","9,9","11,5","14,0","1,72",A,B,SIM,14,2016,MÉDIO
,VOLKSWAGEN,"Spacefox (2017)(Exceto rodas aro 16"")",1.6­16V,"Highline (I­
Motion)",MTA­5,S,E,F,"0,034","0,446","0,007",B,0,109,"7,9","9,5","11,3","13,6","1,76",A,B,SIM,14,2016,MÉDIO
,AUDI,A3 Sedan,1.4­16V,"Attraction
(150cv)",A­6,S,E,F,"0,027","0,402","0,013",A,0,105,"7,8","9,9","11,7","14,2","1,72",A,B,SIM,14,2016,GRANDE
,AUDI,A3 Sedan,1.4­16V,"Ambiente
(150cv)",A­6,S,E,F,"0,027","0,402","0,013",A,0,105,"7,8","9,9","11,7","14,2","1,72",A,B,SIM,14,2016,GRANDE
,AUDI,A3 Sedan,2.0­16V,Ambition,DCT­6,S,E,G,"0,013","0,198","0,022",A,\,119,\,\,"10,3","12,8","1,94",A,B,SIM,14,2016,GRANDE
,AUDI,S3 Sedan,2.0­16V,(286cv),DCT­6,S,E,G,"0,012","0,276","0,012",A,\,135,\,\,"9,3","11,9","2,14",C,C,­,14,2016,GRANDE
,BMW,320i,2.0­16V,Active Flex,A­8,S,E­H,F,"0,011","0,212","0,008",A,0,125,"6,5","9,3","9,4","13,3","2,02",B,C,­,14,2016,GRANDE
,BMW,328i,2.0­16V,Active Flex,A­8,S,E­H,F,"0,016","0,185","0,011",A,0,127,"6,4","9,1","9,3","13,2","2,06",C,C,­,14,2016,GRANDE
,BMW,428i,2.0­16V,Grand Coupe,A­8,S,E­H,G,"0,008","0,198","0,010",A,\,140,\,\,"8,7","12,1","2,22",C,C,­,14,2016,GRANDE
,BMW,X1,2.0­16V,sDrive20i,A­8,S,E,G,"0,014","0,247","0,022",A,\,117,\,\,"10,4","13,4","1,89",A,B,SIM,14,2016,GRANDE
,BMW,X1,2.0­16V,"sDrive20i
Active Flex",A­8,S,E­H,F,"0,007","0,300","0,030",A,0,118,"7,0","9,0","10,3","13,0","1,93",A,B,SIM,14,2016,GRANDE
,BMW,X1,2.0­16v,"sDrive20i X­
Line Active
Flex",A­8,S,E­H,F,"0,008","0,331","0,025",A,0,125,"6,9","8,4","10,0","12,1","2,02",B,C,­,14,2016,GRANDE
,BMW,X1,2.0­16v,"sDrive20i GP
Active Flex",A­8,S,E­H,F,"0,008","0,331","0,025",A,0,125,"6,9","8,4","10,0","12,1","2,02",B,C,­,14,2016,GRANDE
,BMW,X1,2.0­16V,xDrive25i,A­8,S,E,G,"0,010","0,359","0,027",A,\,125,\,\,"9,4","13,2","2,04",B,C,­,14,2016,GRANDE
,BMW,X1,2.0­16V,"xDrive25i
Active Flex",A­8,S,E­H,F,"0,008","0,257","0,030",A,0,133,"6,6","8,1","9,4","11,5","2,13",C,C,­,14,2016,GRANDE
,CHEVROLET,Cruze Sedan,1.8­16V,LT NB,A­6,S,E,F,"0,027","0,572","0,016",A,0,138,"6,1","7,3","9,1","10,8","2,29",D,C,­,14,2016,GRANDE
,CHEVROLET,Cruze Sedan,1.8­16V,LTZ NB,A­6,S,E,F,"0,027","0,572","0,016",A,0,138,"6,1","7,3","9,1","10,8","2,29",D,C,­,14,2016,GRANDE
,CHEVROLET,Cruze Sport 6,1.8­16V,LT HB,A­6,S,E,F,"0,027","0,572","0,016",A,0,138,"6,1","7,3","9,1","10,8","2,29",D,C,­,14,2016,GRANDE
,CHEVROLET,Cruze Sport 6,1.8­16V,LTZ HB,A­6,S,E,F,"0,027","0,572","0,016",A,0,138,"6,1","7,3","9,1","10,8","2,29",D,C,­,14,2016,GRANDE
,CHEVROLET,Novo Cruze Hatch Turbo,1.4­16V,LT HB,A­6,S,E,F,"0,018","0,208","0,008",A,0,109,"7,6","9,3","11,3","13,6","1,80",A,B,SIM,14,2016,GRANDE
,CHEVROLET,Novo Cruze Hatch Turbo,1.4­16V,LTZ HB,A­6,S,E,F,"0,018","0,208","0,008",A,0,109,"7,6","9,3","11,3","13,6","1,80",A,B,SIM,14,2016,GRANDE
,CHEVROLET,Novo Cruze Hatch Turbo,1.4­16V,LT HB,M­6,S,E,F,"0,012","0,420","0,026",A,0,107,"8,0","9,2","11,7","13,5","1,76",A,B,SIM,14,2016,GRANDE
,CHEVROLET,Novo Cruze Turbo,1.4­16V,LT NB,A­6,S,E,F,"0,017","0,356","0,006",A,0,108,"7,6","9,6","11,2","14,0","1,77",A,B,SIM,14,2016,GRANDE
,CHEVROLET,Novo Cruze Turbo,1.4­16V,LTZ NB,A­6,S,E,F,"0,017","0,356","0,006",A,0,108,"7,6","9,6","11,2","14,0","1,77",A,B,SIM,14,2016,GRANDE
,CITROEN,C4 Lounge,1.6­16V,THP A Origine,A­6,S,E­H,F,"0,014","0,198","0,020",A,0,115,"7,1","9,0","10,5","13,2","1,90",A,B,SIM,14,2016,GRANDE
,CITROEN,C4 Lounge,1.6­16V,"THP A
Tendance",A­6,S,E­H,F,"0,014","0,198","0,020",A,0,115,"7,1","9,0","10,5","13,2","1,90",A,B,SIM,14,2016,GRANDE
,CITROEN,C4 Lounge,1.6­16V,"THP A
Exclusive",A­6,S,E­H,F,"0,014","0,198","0,020",A,0,115,"7,1","9,0","10,5","13,2","1,90",A,B,SIM,14,2016,GRANDE
,CITROEN,DS5,1.6­16V,Be Chic,A­6,S,E­H,G,"0,014","0,209","0,026",A,\,138,\,\,"8,6","12,2","2,24",C,C,­,14,2016,GRANDE
,CITROEN,DS5,1.6­16V,So Chic,A­6,S,E­H,G,"0,014","0,209","0,026",A,\,138,\,\,"8,6","12,2","2,24",C,C,­,14,2016,GRANDE
,,,,,,,,,,,,,,,,,,,,,,,14,2016,
,,,,,,,,,,,,,,,,,,,,,,,14,2016,
,,,,,,,,,,,,,,,,,,,,,,,14,2016,Página 14 / 44
,,,,,,,,,,,,,,,,,,,,,,,14,2016,
,,,,,,,,,,,,,,,,,,,,,,,15,2016,
,Marca(?),Modelo(?),Motor,Versão,"Transmissão
Velocidades
(nº)","Ar
Cond.","Direção
Assistida",Combustível,Emissões no Escapamento,,,,,,Quilometragem por Litro(?),,,,"Consumo
Energético
(MJ/km)",Classificação PBE,,"Selo
CONPET
de
Eficiência
Energética",15,2016,Categoria
,,,,,"Manual
(M)
Automática
(A)
Automática
Dupla
Embreagem
(DCT)
Automatizada
(MTA)
Contínua
(CVT)","Sim
(S)
Não
(N)","Hidráulica
(H)
Mecânica
(M)
Elétrica
(E)
Eletro­
hidráulica
(E­H)","Etanol
(E)
Gasolina
(G)
Flex
(F)
Diesel
(D)",Poluentes(?),,,,Gás Efeito Estufa(?),,Etanol,,"Gasolina /
Diesel",,,,,,15,2016,
,,,,,,,,,"NMHC
(g/km)","CO
(g/km)","NOx
(g/km)","Redução
Relativa
ao
Limite",Etanol,"Gasolina /
Diesel","Cidade
(km/l)","Estrada
(km/l)","Cidade
(km/l)","Estrada
(km/l)",,"Comparação
Relativa na
Categoria","Comparação
Absoluta
Geral",,15,2016,
,,,,,,,,,,,,,"CO2
fóssil
(g/km)","CO2 fóssil
(g/km)",,,,,,,,,15,2016,
,FIAT,Linea,1.8­16V,Essence,M­5,S,H,F,"0,014","0,547","0,021",A,0,126,"6,7","8,0","9,9","11,9","2,07",C,C,­,15,2016,GRANDE
,FIAT,Linea,1.8­16V,Essence,MTA­5,S,H,F,"0,011","0,403","0,013",A,0,126,"6,7","8,3","9,9","11,8","2,06",C,C,­,15,2016,GRANDE
,FIAT,Linea,1.8­16V,"Absolute
Dualogic",MTA­5,S,H,F,"0,011","0,403","0,013",A,0,126,"6,7","8,3","9,9","11,8","2,06",C,C,­,15,2016,GRANDE
,FORD,Focus Fastback,2.0­16V,SE,DCT­6,S,E,F,"0,009","0,277","0,005",A,0,123,"6,7","9,2","9,7","13,0","2,00",B,C,­,15,2016,GRANDE
,FORD,Focus Fastback,2.0­16V,Titanium,DCT­6,S,E,F,"0,009","0,277","0,005",A,0,123,"6,7","9,2","9,7","13,0","2,00",B,C,­,15,2016,GRANDE
,FORD,Focus Hatch,1.6­16V,S,DCT­6,S,H,F,"0,025","0,389","0,021",A,0,117,"7,2","9,0","10,4","13,0","1,90",A,B,SIM,15,2016,GRANDE
,FORD,Focus Hatch,1.6­16V,SE,DCT­6,S,H,F,"0,025","0,389","0,021",A,0,117,"7,2","9,0","10,4","13,0","1,90",A,B,SIM,15,2016,GRANDE
,FORD,Focus Hatch,1.6­16V,S,M­5,S,E,F,"0,028","0,589","0,018",A,0,112,"7,5","9,3","10,8","13,6","1,83",A,B,SIM,15,2016,GRANDE
,FORD,Focus Hatch,1.6­16V,SE,M­5,S,E,F,"0,028","0,589","0,018",A,0,112,"7,5","9,3","10,8","13,6","1,83",A,B,SIM,15,2016,GRANDE
,FORD,Focus Hatch,2.0­16V,SE,DCT­6,S,E,F,"0,009","0,277","0,005",A,0,123,"6,7","9,2","9,7","13,0","2,00",B,C,­,15,2016,GRANDE
,FORD,Focus Hatch,2.0­16V,Titanium,DCT­6,S,E,F,"0,009","0,277","0,005",A,0,123,"6,7","9,2","9,7","13,0","2,00",B,C,­,15,2016,GRANDE
,HONDA,Civic,2.4­16V,Coupe SI,M­6,S,E,G,"0,008","0,101","0,012",A,\,143,\,\,"8,3","11,6","2,32",D,C,­,15,2016,GRANDE
,HONDA,Civic,2.0­16V,LXR,A­5,S,E,F,"0,014","0,153","0,018",A,0,122,"6,4","9,4","9,7","13,8","2,00",B,C,­,15,2016,GRANDE
,HONDA,Civic,2.0­16V,EXR,A­5,S,E,F,"0,014","0,153","0,018",A,0,122,"6,4","9,4","9,7","13,8","2,00",B,C,­,15,2016,GRANDE
,HONDA,Civic,1.8­16V,LXS,A­5,S,E,F,"0,021","0,145","0,030",A,0,113,"6,8","9,6","10,5","14,4","1,88",A,B,SIM,15,2016,GRANDE
,HONDA,Civic,1.8­16V,LXS,M­6,S,E,F,"0,014","0,303","0,031",A,0,113,"7,2","9,2","10,9","13,5","1,86",A,B,SIM,15,2016,GRANDE
,HONDA,Civic,2.0­16V,EX,CVT,S,E,F,"0,020","0,177","0,022",A,0,116,"7,2","8,9","10,6","12,9","1,91",A,B,SIM,15,2016,GRANDE
,HONDA,Civic,2.0­16V,EX­L,CVT,S,E,F,"0,020","0,177","0,022",A,0,116,"7,2","8,9","10,6","12,9","1,91",A,B,SIM,15,2016,GRANDE
,HONDA,Civic,2.0­16V,Sport,CVT,S,E,F,"0,020","0,177","0,022",A,0,116,"7,2","8,9","10,6","12,9","1,91",A,B,SIM,15,2016,GRANDE
,HONDA,Civic,2.0­16V,Sport,M­6,S,E,F,"0,019","0,196","0,038",A,0,118,"7,1","9,3","10,2","13,4","1,91",A,B,SIM,15,2016,GRANDE
,HONDA,Civic,1.5­16V,"Touring ­
Turbo",CVT,S,E,G,"0,006","0,142","0,007",A,\,102,\,\,"12,0","14,6","1,66",A,A,SIM,15,2016,GRANDE
,HONDA,CR­V,2.0­16V,EXL Flex 4WD,A­5,S,E,F,"0,020","0,140","0,014",A,0,135,"6,4","8,1","9,2","11,5","2,17",C,C,­,15,2016,GRANDE
,JAC,J5,1.5­16V,,M­5,S,H,G,"0,037","0,287","0,070",C,\,131,\,\,"9,5","11,6","2,12",C,C,­,15,2016,GRANDE
,JAC,J6,2.0­16V,Jetflex 5S,M­5,S,H,F,"0,037","0,032","0,034",B,0,175,"5,0","6,2","7,1","9,0","2,83",E,D,­,15,2016,GRANDE
,KIA,Cerato,1.6­16V,LX3,A­6,S,E,F,"0,034","0,443","0,023",B,0,127,"6,6","9,1","9,5","12,4","2,04",B,C,­,15,2016,GRANDE
,KIA,Cerato,1.6­16V,EX3,A­6,S,E,F,"0,034","0,443","0,023",B,0,127,"6,6","9,1","9,5","12,4","2,04",B,C,­,15,2016,GRANDE
,KIA,Cerato,1.6­16V,SX3,A­6,S,E,F,"0,034","0,443","0,023",B,0,127,"6,6","9,1","9,5","12,4","2,04",B,C,­,15,2016,GRANDE
,KIA,Cerato,1.6­16V,LX3,M­6,S,E,F,"0,029","0,347","0,020",A,0,118,"6,8","9,3","10,0","14,0","1,93",A,B,SIM,15,2016,GRANDE
,KIA,Cerato,1.6­16V,EX3,M­6,S,E,F,"0,029","0,347","0,020",A,0,118,"6,8","9,3","10,0","14,0","1,93",A,B,SIM,15,2016,GRANDE
,KIA,Cerato,1.6­16V,SX3,M­6,S,E,F,"0,029","0,347","0,020",A,0,118,"6,8","9,3","10,0","14,0","1,93",A,B,SIM,15,2016,GRANDE
,LEXUS,IS200,2.0­16V,Luxury,A­8,S,E,G,"0,019","0,168","0,029",A,\,152,\,\,"8,0","10,6","2,46",D,D,­,15,2016,GRANDE
,LEXUS,IS200,2.0­16V,F Sport,A­8,S,E,G,"0,019","0,168","0,029",A,\,152,\,\,"8,0","10,6","2,46",D,D,­,15,2016,GRANDE
,MERCEDES­BENZ,AMG CLA 45 4M,2.0­16V,,DCT­7,S,E,G,"0,021","0,171","0,029",A,\,126,\,\,"9,7","12,4","2,04",B,C,­,15,2016,GRANDE
,MERCEDES­BENZ,AMG CLA 45 4M (2017),2.0­16V,,DCT­7,S,E,G,"0,014","0,287","0,017",A,\,146,\,\,"8,2","11,2","2,36",D,D,­,15,2016,GRANDE
,MERCEDES­BENZ,AMG GLA 45 4M,2.0­16V,,DCT­7,S,E,G,"0,022","0,436","0,017",A,\,139,\,\,"8,9","11,2","2,25",D,C,­,15,2016,GRANDE
,MERCEDES­BENZ,CLA200 FF,1.6­16V,,DCT­7,S,E,F,"0,029","0,329","0,002",A,0,122,"6,9","8,6","10,0","12,6","1,99",B,C,­,15,2016,GRANDE
,,,,,,,,,,,,,,,,,,,,,,,15,2016,
,,,,,,,,,,,,,,,,,,,,,,,15,2016,Página 15 / 44
,,,,,,,,,,,,,,,,,,,,,,,15,2016,
,,,,,,,,,,,,,,,,,,,,,,,16,2016,
,Marca(?),Modelo(?),Motor,Versão,"Transmissão
Velocidades
(nº)","Ar
Cond.","Direção
Assistida",Combustível,Emissões no Escapamento,,,,,,Quilometragem por Litro(?),,,,"Consumo
Energético
(MJ/km)",Classificação PBE,,"Selo
CONPET
de
Eficiência
Energética",16,2016,Categoria
,,,,,"Manual
(M)
Automática
(A)
Automática
Dupla
Embreagem
(DCT)
Automatizada
(MTA)
Contínua
(CVT)","Sim
(S)
Não
(N)","Hidráulica
(H)
Mecânica
(M)
Elétrica
(E)
Eletro­
hidráulica
(E­H)","Etanol
(E)
Gasolina
(G)
Flex
(F)
Diesel
(D)",Poluentes(?),,,,Gás Efeito Estufa(?),,Etanol,,"Gasolina /
Diesel",,,,,,16,2016,
,,,,,,,,,"NMHC
(g/km)","CO
(g/km)","NOx
(g/km)","Redução
Relativa
ao
Limite",Etanol,"Gasolina /
Diesel","Cidade
(km/l)","Estrada
(km/l)","Cidade
(km/l)","Estrada
(km/l)",,"Comparação
Relativa na
Categoria","Comparação
Absoluta
Geral",,16,2016,
,,,,,,,,,,,,,"CO2
fóssil
(g/km)","CO2 fóssil
(g/km)",,,,,,,,,16,2016,
,MERCEDES­BENZ,CLA200 FF (2017),1.6­16V,,DCT­7,S,E,F,"0,023","0,222","0,006",A,0,110,"7,3","10,2","10,7","14,2","1,81",A,B,SIM,16,2016,GRANDE
,MERCEDES­BENZ,CLA250 4Matic,2.0­16V,,DCT­7,S,E,G,"0,014","0,113","0,010",A,\,127,\,\,"9,2","13,5","2,05",C,C,­,16,2016,GRANDE
,MERCEDES­BENZ,GLA200 FF,1.6­16V,,DCT­7,S,E,F,"0,030","0,430","0,003",A,0,122,"7,0","8,6","10,0","12,7","1,98",B,C,­,16,2016,GRANDE
,MERCEDES­BENZ,GLA200 FF (2017),1.6­16V,,DCT­7,S,E,F,"0,030","0,200","0,006",A,0,120,"7,1","8,6","10,3","12,7","1,95",A,C,­,16,2016,GRANDE
,MERCEDES­BENZ,GLA200 FF BR,1.6­16V,,DCT­7,S,E,F,"0,030","0,430","0,003",A,0,122,"7,0","8,6","10,0","12,7","1,98",B,C,­,16,2016,GRANDE
,MERCEDES­BENZ,GLA200 FF BR (2017),1.6­16V,,DCT­7,S,E,F,"0,030","0,200","0,006",A,0,120,"7,1","8,6","10,3","12,7","1,95",A,C,­,16,2016,GRANDE
,MERCEDES­BENZ,GLA250,2.0­16V,,DCT­7,S,E,G,"0,013","0,091","0,011",A,\,117,\,\,"10,3","13,5","1,90",A,B,SIM,16,2016,GRANDE
,MERCEDES­BENZ,GLA250 BR,2.0­16V,,DCT­7,S,E,G,"0,012","0,108","0,014",A,\,119,\,\,"9,7","14,6","1,92",A,B,SIM,16,2016,GRANDE
,MITSUBISHI,Lancer,2.0­16V,,M­5,S,H,G,"0,034","0,502","0,027",B,\,148,\,\,"8,3","10,3","2,44",D,D,­,16,2016,GRANDE
,MITSUBISHI,Lancer,2.0­16V,GT,CVT,S,H,G,"0,041","0,628","0,004",C,\,140,\,\,"9,1","10,6","2,27",D,C,­,16,2016,GRANDE
,MITSUBISHI,Lancer,2.0­16V,HLE,CVT,S,H,G,"0,041","0,628","0,004",C,\,140,\,\,"9,1","10,6","2,27",D,C,­,16,2016,GRANDE
,MITSUBISHI,Lancer,2.0­16V,HL,CVT,S,H,G,"0,041","0,628","0,004",C,\,140,\,\,"9,1","10,6","2,27",D,C,­,16,2016,GRANDE
,NISSAN,Novo Sentra,2.0­16V,20SV CVT,CVT,S,E,F,"0,025","0,265","0,008",A,0,123,"6,6","9,0","9,8","13,1","2,00",B,C,­,16,2016,GRANDE
,NISSAN,Novo Sentra,2.0­16V,20SL CVT,CVT,S,E,F,"0,025","0,265","0,008",A,0,123,"6,6","9,0","9,8","13,1","2,00",B,C,­,16,2016,GRANDE
,NISSAN,Novo Sentra,2.0­16V,Unique,CVT,S,E,F,"0,025","0,265","0,008",A,0,123,"6,6","9,0","9,8","13,1","2,00",B,C,­,16,2016,GRANDE
,NISSAN,Novo Sentra (2017),2.0­16V,20 S,CVT,S,E,F,"0,006","0,434","0,017",A,0,123,"6,7","9,1","9,9","12,7","2,00",B,C,­,16,2016,GRANDE
,NISSAN,Novo Sentra (2017),2.0­16V,20 SV,CVT,S,E,F,"0,006","0,434","0,017",A,0,123,"6,7","9,1","9,9","12,7","2,00",B,C,­,16,2016,GRANDE
