Categoria,Marca,Modelo,Versão,Motor,"Tipo de
Fora de Estrada Grande,LAND ROVER,VELAR,P340 SE,3.0-24V,Híbrido,A-8,S,E,G,13,375,0,A,\,159,\,\,\,7.8,9.9,\,\,2.59,\,C,D,-,12,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fora de Estrada Grande,LAND ROVER,VELAR,P340 SE RDYN,3.0-24V,Híbrido,A-8,S,E,G,13,375,0,A,\,159,\,\,\,7.8,9.9,\,\,2.59,\,C,D,-,12,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fora de Estrada Grande,LAND ROVER,VELAR,P340 HSE RDYN,3.0-24V,Híbrido,A-8,S,E,G,13,375,0,A,\,159,\,\,\,7.8,9.9,\,\,2.59,\,C,D,-,12,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fora de Estrada Grande,LAND ROVER,VELAR,PHEV SE RDYN,2.0-16V,Plug-in,A-8,S,E,G,13,66,0,A,\,164,51,\,\,7.9,9.0,19.7,21.2,1.00,38,A,B,SIM,12,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fora de Estrada Grande,LAND ROVER,VELAR,PHEV HSE RDYN,2.0-16V,Plug-in,A-8,S,E,G,13,66,0,A,\,164,51,\,\,7.9,9.0,19.7,21.2,1.00,38,A,B,SIM,12,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fora de Estrada Grande,LAND ROVER,VELAR,PHEVS,2.0-16V,Plug-in,A-8,S,E,G,13,66,0,A,\,164,51,\,\,7.9,9.0,19.7,21.2,1.00,38,A,B,SIM,12,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fora de Estrada Grande,LAND ROVER,VELAR,PHEV SE DYN,2.0-16V,Plug-in,A-8,S,E,G,13,66,0,A,\,164,51,\,\,7.9,9.0,19.7,21.2,1.00,38,A,B,SIM,12,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fora de Estrada Grande,LAND ROVER,VELAR,PHEV HSE DYN,2.0-16V,Plug-in,A-8,S,E,G,13,66,0,A,\,164,51,\,\,7.9,9.0,19.7,21.2,1.00,38,A,B,SIM,12,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fora de Estrada Grande,LAND ROVER,VELAR,PHEVS,2.0-16V,Plug-in,A-8,S,E,G,10,69,1,A,\,164,47,\,\,7.8,9.0,20.3,23.3,0.94,39,A,A,SIM,12,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fora de Estrada Grande,LAND ROVER,VELAR,PHEV SE DYN,2.0-16V,Plug-in,A-8,S,E,G,10,69,1,A,\,164,47,\,\,7.8,9.0,20.3,23.3,0.94,39,A,A,SIM,12,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fora de Estrada Grande,LAND ROVER,VELAR,PHEV HSE DYN,2.0-16V,Plug-in,A-8,S,E,G,10,69,1,A,\,164,47,\,\,7.8,9.0,20.3,23.3,0.94,39,A,A,SIM,12,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fora de Estrada Grande,LAND ROVER,VELAR,PHEV HSED,2.0-16V,Plug-in,A-8,S,E,G,24,241,1,A,\,156,44,\,\,8.3,9.3,20.6,24.1,0.92,40,A,A,SIM,12,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,2024,,,Comercial,CHEV,ONIX,10MT LOG (MY25),1.0 - 12 V,Combustão,M-6,S,E,F,43,338,4,B,0,90,\,9.3,11.4,13.3,16.5,\,\,1.46,\,A,B,SIM,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,2024,,,Comercial,CHEV,ONIX,10MT LOG (MY25.5),1.0 - 12 V,Combustão,M-6,S,E,F,34,137,3,B,0,87,\,9.6,11.9,13.8,16.9,\,\,1.41,\,A,B,SIM,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,2024,,,Comercial,CITROEN,JUMPY,CARGO (MY24),1.5 T,Combustão,M-6,S,E-H,D,24,35,ND,A,\,161,\,\,\,12.4,11.9,\,\,2.17,\,A,D,-,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,2024,,,Comercial,CITROEN,JUMPY,CARGO,1.5 T,Combustão,M-6,S,E,D,48,52,ND,A,\,165,\,\,\,11.9,11.9,\,\,2.24,\,A,D,-,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,2024,,,Comercial,CITROEN,JUMPY,VITRE,1.5 T,Combustão,M-6,S,E,D,48,52,ND,A,\,165,\,\,\,11.9,11.9,\,\,2.24,\,A,D,-,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,2024,,,Comercial,CITROEN,E-JUMPY,CARGO,Elétrico,Elétrico,A-1,S,E-H,E,ND,ND,ND,A,\,0,\,\,\,\,\,34.4,24.6,0.70,289,A,A,-,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,2024,,,Comercial,CITROEN,JUMPER,VITRE,2.2 T,Combustão,M-6,S,H,D,16,18,ND,A,\,201,\,\,\,10.0,9.8,\,\,2.71,\,B,E,-,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,2024,,,Comercial,CITROEN,JUMPER,VITRE (MY25),2.2 T,Combustão,M-6,S,H,D,30,33,ND,A,\,194,\,\,\,10.3,10.3,\,\,2.61,\,B,D,-,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,2024,,,Comercial,CITROEN,JUMPER,MB16,2.2 T,Combustão,M-6,S,H,D,25,143,ND,A,\,212,\,\,\,9.5,9.3,\,\,2.86,\,C,E,-,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,2024,,,Comercial,CITROEN,JUMPER,MB17,2.2 T,Combustão,M-6,S,H,D,25,143,ND,A,\,212,\,\,\,9.5,9.3,\,\,2.86,\,C,E,-,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,2024,,,Comercial,CITROEN,JUMPER,MB19,2.2 T,Combustão,M-6,S,H,D,25,143,ND,A,\,212,\,\,\,9.5,9.3,\,\,2.86,\,C,E,-,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,2024,,,Comercial,CITROEN,JUMPER,MB20,2.2 T,Combustão,M-6,S,H,D,25,143,ND,A,\,212,\,\,\,9.5,9.3,\,\,2.86,\,C,E,-,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,2024,,,Comercial,CITROEN,JUMPER,CARGOL2,2.2 T,Combustão,M-6,S,H,D,12,20,ND,A,\,200,\,\,\,10.0,9.9,\,\,2.70,\,B,E,-,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,2024,,,Comercial,CITROEN,JUMPER,CARGOPK,2.2 T,Combustão,M-6,S,H,D,12,20,ND,A,\,200,\,\,\,10.0,9.9,\,\,2.70,\,B,E,-,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,2024,,,Comercial,CITROEN,JUMPER,FURG PK,2.2 T,Combustão,M-6,S,H,D,12,20,ND,A,\,200,\,\,\,10.0,9.9,\,\,2.70,\,B,E,-,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,2024,,,Comercial,CITROEN,JUMPER,CARGOPK (MY25),2.2 T,Combustão,M-6,S,H,D,35,40,ND,A,\,201,\,\,\,10.0,9.7,\,\,2.72,\,B,E,-,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,2024,,,Comercial,CITROEN,JUMPER,CARGOL2 (MY25),2.2 T,Combustão,M-6,S,H,D,35,40,ND,A,\,201,\,\,\,10.0,9.7,\,\,2.72,\,B,E,-,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,2024,,,Comercial,CITROEN,JUMPER,FURG PK (MY25),2.2 T,Combustão,M-6,S,H,D,35,40,ND,A,\,201,\,\,\,10.0,9.7,\,\,2.72,\,B,E,-,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,2024,,,Comercial,CITROEN,JUMPER,MB16,2.2 T,Combustão,M-6,S,H,D,41,50,ND,A,\,217,\,\,\,9.3,9.1,\,\,2.93,\,C,E,-,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,2024,,,Comercial,CITROEN,JUMPER,MB17,2.2 T,Combustão,M-6,S,H,D,41,50,ND,A,\,217,\,\,\,9.3,9.1,\,\,2.93,\,C,E,-,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,2024,,,Comercial,CITROEN,JUMPER,MB19,2.2 T,Combustão,M-6,S,H,D,41,50,ND,A,\,217,\,\,\,9.3,9.1,\,\,2.93,\,C,E,-,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,2024,,,Comercial,FIAT,DUCATO,MAXICARGO,2.2 T,Combustão,M-6,S,H,D,12,20,ND,A,\,200,\,\,\,10.0,9.9,\,\,2.70,\,B,E,-,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,2024,,,Comercial,FIAT,DUCATO,CARGO,2.2 T,Combustão,M-6,S,H,D,12,20,ND,A,\,200,\,\,\,10.0,9.9,\,\,2.70,\,B,E,-,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,2024,,,Comercial,FIAT,DUCATO,MULTI 13M,2.2 T,Combustão,M-6,S,H,D,16,18,ND,A,\,201,\,\,\,10.0,9.8,\,\,2.71,\,B,E,-,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,2024,,,Comercial,FIAT,DUCATO,MB EXEC-17,2.2 T,Combustão,M-6,S,H,D,25,143,ND,A,\,212,\,\,\,9.5,9.3,\,\,2.86,\,C,E,-,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,2024,,,Comercial,FIAT,DUCATO,MB COMF-19,2.2 T,Combustão,M-6,S,H,D,25,143,ND,A,\,212,\,\,\,9.5,9.3,\,\,2.86,\,C,E,-,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,2024,,,Comercial,FIAT,DUCATO,MB EXEC-17 (MY25),2.2 T,Combustão,M-6,S,H,D,41,50,ND,A,\,217,\,\,\,9.3,9.1,\,\,2.93,\,C,E,-,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,2024,,,Comercial,FIAT,DUCATO,MB LUXO 16 (MY25),2.2 T,Combustão,M-6,S,H,D,41,50,ND,A,\,217,\,\,\,9.3,9.1,\,\,2.93,\,C,E,-,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,2024,,,Comercial,FIAT,DUCATO,MB COMF-19 (MY25),2.2 T,Combustão,M-6,S,H,D,41,50,ND,A,\,217,\,\,\,9.3,9.1,\,\,2.93,\,C,E,-,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,2024,,,Comercial,FIAT,DUCATO,CARGO11.5M,2.2 T,Combustão,M-6,S,H,D,35,40,ND,A,\,201,\,\,\,10.0,9.7,\,\,2.72,\,B,E,-,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,2024,,,Comercial,FIAT,DUCATO,MXCARGO13M,2.2 T,Combustão,M-6,S,H,D,35,40,ND,A,\,201,\,\,\,10.0,9.7,\,\,2.72,\,B,E,-,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,2024,,,Comercial,FIAT,DUCATO,MULTI 13M,2.2 T,Combustão,M-6,S,H,D,30,33,ND,A,\,194,\,\,\,10.3,10.3,\,\,2.61,\,B,D,-,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,2024,,,Comercial,FIAT,FIORINO,ENDURANCE,1.4-8V,Combustão,M-5,S,H,F,46,240,2,B,0,110,\,8.1,8.4,11.7,12.4,\,\,1.81,\,A,C,-,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,2024,,,Comercial,FIAT,FIORINO,ENDURANCE (MY25),1.4-8V,Combustão,M-5,S,H,F,36,333,2,B,0,115,\,7.7,8.6,11.1,12.3,\,\,1.87,\,A,C,-,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,2024,,,Comercial,FIAT,E-SCUDO,CARGO,Elétrico,Elétrico,A-1,S,E-H,E,ND,ND,ND,A,\,-,\,\,\,\,\,34.4,24.6,0.70,289,A,A,-,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,2024,,,Comercial,FIAT,SCUDO,CARGO TD (MY 24),1.5 T,Combustão,M-6,S,E,D,48,52,ND,A,\,165,\,\,\,11.9,11.9,\,\,2.24,\,A,D,-,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,2024,,,Comercial,FIAT,SCUDO,MULTI TD (MY 24),1.5 T,Combustão,M-6,S,E,D,48,52,ND,A,\,165,\,\,\,11.9,11.9,\,\,2.24,\,A,D,-,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,2024,,,Comercial,FIAT,SCUDO,CARGO TD,1.5-16V T,Combustão,M-6,S,E-H,D,24,35,ND,A,\,161,\,\,\,12.4,11.9,\,\,2.17,\,A,D,-,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,2024,,,Comercial,FIAT,SCUDO,MULTI TD,1.5-16V T,Combustão,M-6,S,E-H,D,24,35,ND,A,\,161,\,\,\,12.4,11.9,\,\,2.17,\,A,D,-,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,2024,,,Comercial,FORD,Transit,350 F,2.0 - 16V,Combustão,M-6,S,E,D,85,92,ND,A,\,205,\,\,\,10.0,9.2,\,\,2.79,\,B,E,-,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,2024,,,Comercial,FORD,Transit,350 FL,2.0 - 16V,Combustão,M-6,S,E,D,85,92,ND,A,\,205,\,\,\,10.0,9.2,\,\,2.79,\,B,E,-,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,2024,,,Comercial,FORD,E-Transit,F35 MMAB,Elétrico,Elétrico,A-1,S,E,E,0,0,0,A,\,0,0,\,\,\,\,22.5,16.9,1.04,193,A,B,-,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,2024,,,Comercial,FORD,E-Transit,F35 LMAB,Elétrico,Elétrico,A-1,S,E,E,0,0,0,A,\,0,0,\,\,\,\,22.5,16.9,1.04,193,A,B,-,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,2024,,,Comercial,FORD,E-Transit,F35 LAAB,Elétrico,Elétrico,A-1,S,E,E,0,0,0,A,\,0,0,\,\,\,\,22.5,16.9,1.04,193,A,B,-,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,2024,,,Comercial,FORD,E-Transit,F35 EAAB,Elétrico,Elétrico,A-1,S,E,E,0,0,0,A,\,0,0,\,\,\,\,22.5,16.9,1.04,193,A,B,-,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,2024,,,Comercial,FORD,E-Transit,F35 MAAB,Elétrico,Elétrico,A-1,S,E,E,0,0,0,A,\,0,0,\,\,\,\,22.5,16.9,1.04,193,A,B,-,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,2024,,,Comercial,FORD,E-Transit,C35 LBAB,Elétrico,Elétrico,A-1,S,E,E,0,0,0,A,\,0,0,\,\,\,\,22.5,16.9,1.04,193,A,B,-,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,2024,,,Comercial,FORD,E-Transit,C35 EBAB,Elétrico,Elétrico,A-1,S,E,E,0,0,0,A,\,0,0,\,\,\,\,22.5,16.9,1.04,193,A,B,-,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,2024,,,Comercial,HYUNDAI,HR,HDB 4WD,"2,5 T 16V",Combustão,M-6,S,H,D,38,35,ND,A,\,111,\,\,\,10.2,8.9,\,\,2.80,\,B,E,-,
,,,,,,,"Sim
(S)
Não
(N)","Hidráulica
(H)
Mecânica
(M)
Elétrica
(E)
Eletro-hidráulica
(E-H)","Elétrico
(E)
Gasolina
(G)
Flex
(F)
Diesel
(D)",Poluentes,,,,Gás Efeito Estufa,,,,,,,,,,,,,,14,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Manual (M)
Automática (A)
Automática Dupla
Embreagem (DCT)
Automatizada
(MTA)
Contínua (CVT)"
,,,,,,,,,,"NMOG+NOx
(mg/km)","CO
(mg/km)","CHO
(mg/km)","Redução
Relativa
ao
Limite",Etanol,"Gasolina
ou
Diesel",VEHP,Etanol,,"Gasolina
ou
Diesel",,"Elétrico (km/le)
quando VE ou VEHP",,,,,,,14,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"fóC sO s2il
(g/km)","fóC sO s2il
(g/km)","CO2e
fóssil
(g/km)","Cidade
(km/l)","Estrada
(km/l)","Cidade
(km/l)","Estrada
(km/l)","Cidade
(km/l e)","Estrada
(km/l e)",,,"Comparação
Relativa
na Categoria","Comparação
Absoluta
Geral",,14,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comercial,JAC,EJV5.5,CARGO,Elétrico,Elétrico,,S,E,E,ND,ND,ND,A,\,-,\,\,\,\,\,38.0,27.4,0.63,260,A,A,-,14,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-1
Comercial,KIA,BONGO K2500 4X4 SC,HD SC 4WD,2.5 - 16V,Combustão,,S,H,D,42,25,ND,A,\,226,\,\,\,9.2,8.6,\,\,3.02,\,C,E,-,14,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M-6
Comercial,KIA,BONGO K2500 4X4,HD 4WD,2.5 - 16V,Combustão,,S,H,D,32,19,ND,A,\,235,\,\,\,8.8,8.4,\,\,3.14,\,D,E,-,14,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M-6
Comercial,Mercedes-Benz,315CDI STREET,Furgão,2.0-16V,Combustão,,S,H,D,19,107,6,A,\,183,\,\,\,10.3,11.8,\,\,2.45,\,A,D,-,14,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M-6
Comercial,Mercedes-Benz,315CDI STREET,Chassi,2.0-16V,Combustão,,S,H,D,19,107,6,A,\,183,\,\,\,10.3,11.8,\,\,2.45,\,A,D,-,14,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M-6
Comercial,Mercedes-Benz,320 ESPRINTER,F,Elétrico,Elétrico,,S,E,E,ND,ND,ND,A,\,\,\,\,\,\,\,21.1,16.3,1.09,294,A,B,-,14,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-1
Comercial,Mercedes-Benz,320 ESPRINTER,C,Elétrico,Elétrico,,S,E,E,ND,ND,ND,A,\,\,\,\,\,\,\,21.1,16.3,1.09,294,A,B,-,14,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-1
Comercial,NISSAN,Townstar,EV,Elétrico,Elétrico,,S,E,E,0,0,0,A,\,-,\,\,\,\,\,37.5,30.3,0.60,210,A,A,-,14,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A
Comercial,PEUGEOT,EXPERT,CARGO,1.5 T,Combustão,,S,E,D,48,52,ND,A,\,165,\,\,\,11.9,11.9,\,\,2.24,\,A,D,-,14,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M-6
Comercial,PEUGEOT,EXPERT,VITRE,1.5 T,Combustão,,S,E,D,48,52,ND,A,\,165,\,\,\,11.9,11.9,\,\,2.24,\,A,D,-,14,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M-6
Comercial,PEUGEOT,EXPERT,CARGO (MY24),1.5 T,Combustão,,S,E-H,D,24,35,ND,A,\,161,\,\,\,12.4,11.9,\,\,2.17,\,A,D,-,14,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M-6
Comercial,PEUGEOT,E-EXPERT,CARGO,Elétrico,Elétrico,,S,E-H,E,ND,ND,ND,A,\,-,\,\,\,\,\,34.4,24.6,0.70,289,A,A,-,14,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-1
Comercial,PEUGEOT,PARTNER RAPID,BUSIPK,1.4-8V,Combustão,,S,H,F,46,240,2,B,0,110,\,8.1,8.4,11.7,12.4,\,\,1.81,\,A,C,-,14,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M-5
Comercial,PEUGEOT,PARTNER RAPID,BUSIPK (MY25),1.4-8V,Combustão,,S,H,F,36,333,2,B,0,115,\,7.7,8.6,11.1,12.3,\,\,1.87,\,A,C,-,14,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M-5
Comercial,PEUGEOT,BOXER,CARGO L2,2.2 T,Combustão,,S,H,D,12,20,ND,A,\,200,\,\,\,10.0,9.9,\,\,2.70,\,B,E,-,14,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M-6
Comercial,PEUGEOT,BOXER,CARGO PK,2.2 T,Combustão,,S,H,D,12,20,ND,A,\,200,\,\,\,10.0,9.9,\,\,2.70,\,B,E,-,14,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M-6
Comercial,PEUGEOT,BOXER,FURGAOPK,2.2 T,Combustão,,S,H,D,12,20,ND,A,\,200,\,\,\,10.0,9.9,\,\,2.70,\,B,E,-,14,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M-6
Comercial,PEUGEOT,BOXER,VIDRADA,2.2 T,Combustão,,S,H,D,16,18,ND,A,\,201,\,\,\,10.0,9.8,\,\,2.71,\,B,E,-,14,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M-6
Comercial,PEUGEOT,BOXER,16L LUXO,2.2 T,Combustão,,S,H,D,25,143,ND,A,\,212,\,\,\,9.5,9.3,\,\,2.86,\,C,E,-,14,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M-6
Comercial,PEUGEOT,BOXER,MB EXE17,2.2 T,Combustão,,S,H,D,25,143,ND,A,\,212,\,\,\,9.5,9.3,\,\,2.86,\,C,E,-,14,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M-6
Comercial,PEUGEOT,BOXER,MB CFT20,2.2 T,Combustão,,S,H,D,25,143,ND,A,\,212,\,\,\,9.5,9.3,\,\,2.86,\,C,E,-,14,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M-6
Comercial,PEUGEOT,BOXER,MB CFT19,2.2 T,Combustão,,S,H,D,25,143,ND,A,\,212,\,\,\,9.5,9.3,\,\,2.86,\,C,E,-,14,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M-6
Comercial,PEUGEOT,BOXER,16L LUXO (MY25),2.2 T,Combustão,,S,H,D,41,50,ND,A,\,217,\,\,\,9.3,9.1,\,\,2.93,\,C,E,-,14,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M-6
Comercial,PEUGEOT,BOXER,MB EXE17 (MY25),2.2 T,Combustão,,S,H,D,41,50,ND,A,\,217,\,\,\,9.3,9.1,\,\,2.93,\,C,E,-,14,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M-6
Comercial,PEUGEOT,BOXER,MB CFT19 (MY25),2.2 T,Combustão,,S,H,D,41,50,ND,A,\,217,\,\,\,9.3,9.1,\,\,2.93,\,C,E,-,14,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M-6
Comercial,PEUGEOT,BOXER,CARGO PK (MY25),2.2 T,Combustão,,S,H,D,35,40,ND,A,\,201,\,\,\,10.0,9.7,\,\,2.72,\,B,E,-,14,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M-6
Comercial,PEUGEOT,BOXER,CARGO L2 (MY25),2.2 T,Combustão,,S,H,D,35,40,ND,A,\,201,\,\,\,10.0,9.7,\,\,2.72,\,B,E,-,14,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M-6
Comercial,PEUGEOT,BOXER,FURGAOPK (MY25),2.2 T,Combustão,,S,H,D,35,40,ND,A,\,201,\,\,\,10.0,9.7,\,\,2.72,\,B,E,-,14,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M-6
Comercial,PEUGEOT,BOXER,VIDRADA (MY 25),2.2 T,Combustão,,S,H,D,30,33,ND,A,\,194,\,\,\,10.3,10.3,\,\,2.61,\,B,D,-,14,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M-6
Comercial,Renault,Master Bus,Minibus,2.3-16V,Combustão,,S,E -H,D,106,25,ND,A,\,214,\,\,\,9.5,9.1,\,\,2.89,\,C,E,-,14,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M-6
Comercial,Renault,Master Chassis Cabine,Chassis Cabine,2.3-16V,Combustão,,S,E -H,D,107,26,ND,A,\,202,\,\,\,10.3,9.3,\,\,2.72,\,B,E,-,14,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M-6
Comercial,Renault,Master PRO Furgão,Furgão Pró Tolé L1H1/L2H2/L3H2/Vitré,2.3-16V,Combustão,,S,E -H,D,96,29,ND,A,\,200,\,\,\,10.1,9.8,\,\,2.70,\,B,E,-,14,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M-6
Comercial,Renault,Master Furgão,Furgão,2.3-16V,Combustão,,S,E -H,D,109,32,ND,A,\,200,\,\,\,10.1,9.8,\,\,2.70,\,B,E,-,14,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M-6
Comercial,Renault,Kangoo,ETECHL2,Elétrico,Elétrico,,S,E,E,ND,ND,ND,A,\,-,\,\,\,\,\,37.5,30.3,0.60,210,A,A,-,14,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A
Comercial,Renault,Kangoo,EX PRO,1.6 16V,Combustão,,S,E-H,F,30,457,2,B,0,117,\,7.5,8.0,11.3,11.8,\,\,1.92,\,A,C,-,14,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M-5
Comercial,Renault,E-KWID,CARGO,Elétrico,Elétrico,,S,E,E,ND,ND,ND,A,\,0,\,\,\,\,\,52.7,39.6,0.44,185,A,A,-,14,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A
,,,,,,,"Sim
(S)
Não
(N)","Hidráulica
(H)
Mecânica
(M)
Elétrica
(E)
Eletro-hidráulica
(E-H)","Elétrico
(E)
Gasolina
(G)
Flex
(F)
Diesel
(D)",Poluentes,,,,Gás Efeito Estufa,,,,,,,,,,,,,,15,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Manual (M)
Automática (A)
Automática Dupla
Embreagem (DCT)
Automatizada
(MTA)
Contínua (CVT)"
,,,,,,,,,,"NMOG+NOx
(mg/km)","CO
(mg/km)","CHO
(mg/km)","Redução
Relativa
ao
Limite",Etanol,"Gasolina
ou",VEHP,Etanol,,"Gasolina
ou",,"Elétrico (km/le)
quando VE ou VEHP",,,,,,,15,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"fóC sO s2il
(g/km)","fóC sO s2il
(g/km)","CO2e
fóssil
(g/km)","Cidade
(km/l)","Estrada
(km/l)","Cidade
(km/l)","Estrada
(km/l)","Cidade
(km/l e)","Estrada
(km/l e)",,,"Comparação
Relativa
na Categoria","Comparação
Absoluta
Geral",,15,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Picape,BYD,SHARK,GL DM / GS DM,1.5-16V,Plug-in,,S,E,E,3,20,1,A,\,22,0,\,\,9.5,7.7,24.6,19.9,0.91,57,A,A,SIM,15,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-1
Picape,CHEVROLET,S10,HC DD4A,2.8 - 16V,Combustão,,S,E,D,297,27,0,B,\,219,\,\,\,8.4,10.4,\,\,2.96,\,D,E,-,15,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-6
