categoria,marca,modelo,motor,versao,trasmissao,ar_cond,direcao,combustivel,km_etanol_cidade,km_etanol_estrada,km_gasolina_cidade,km_gasolina_estrada,ano,
,AUDI,A8,4.0­32V,Sedan (435cv),A­8,S,E,G,\,\,"7,1","10,3",2016,"EXTRA
GRANDE"
,AUDI,A8 L,3.0­24V,Longo (310cv),A­8,S,E,G,\,\,"7,7","11,1",2016,"EXTRA
GRANDE"
,AUDI,A8 L,6.3­48V,Longo (500cv),A­8,S,E,G,\,\,"5,5","7,4",2016,"EXTRA
GRANDE"
,AUDI,Q5,3.0­24V,"Ambition
(272cv)",A­8,S,E,G,\,\,"6,9","8,8",2016,"EXTRA
GRANDE"
,AUDI,S6 Sedan,4.0­32V,(450cv),DCT­7,S,E,G,\,\,"6,9","9,8",2016,"EXTRA
GRANDE"
,AUDI,S8,4.0­32V,Sedan (520cv),A­8,S,E,G,\,\,"6,8","9,3",2016,"EXTRA
GRANDE"
,AUDI,S8 Plus,4.0­32V,Sedan,A­8,S,E,G,\,\,"6,4","8,8",2016,"EXTRA
GRANDE"
,AUDI,SQ5,3.0­24V,(354cv),A­8,S,E,G,\,\,7,"9,7",2016,"EXTRA
GRANDE"
,BMW,528i,2.0­16V,,A­8,S,E­H,G,\,\,"7,3","11,3",2016,"EXTRA
GRANDE"
,BMW,535i,3.0­24V,,A­8,S,E­H,G,\,\,"7,4","10,4",2016,"EXTRA
GRANDE"
,BMW,M3,3.0­24V,Sedan,DCT­7,S,E­H,G,\,\,"7,6","10,2",2016,"EXTRA
GRANDE"
,BMW,M6,4.4­32V,Gran Coupe,DCT­7,S,E­H,G,\,\,7,"10,3",2016,"EXTRA
GRANDE"
,CHRYSLER,300C,3.6­24V,300C,A­8,S,H,G,\,\,"7,1","10,1",2016,"EXTRA
GRANDE"
,DODGE,Durango,3.6­24V,Limited,A­8,S,H,G,\,\,"6,5","8,5",2016,"EXTRA
GRANDE"
,FORD,Fusion,2.0­16V,"AWD
Titanium",A­6,S,E,G,\,\,"7,9","11,2",2016,"EXTRA
GRANDE"
,FORD,Fusion,2.5­16V,Flex SEL,A­6,S,E,F,"5,4","8,2","7,9","11,9",2016,"EXTRA
GRANDE"
,FORD,Fusion,2.0­16V,FWD Titanium,A­6,S,E,G,\,\,"7,9","11,2",2016,"EXTRA
GRANDE"
,FORD,Fusion,2.0­16V,Hybrid,CVT,S,E,G,\,\,"16,6","15,1",2016,"EXTRA
GRANDE"
,FORD,Fusion (2017),2.0­16V,FWD SEL,A­6,S,E,G,\,\,"8,6","11,7",2016,"EXTRA
GRANDE"
,FORD,Fusion (2017),2.0­16V,FWD Titanium,A­6,S,E,G,\,\,"8,6","11,7",2016,"EXTRA
GRANDE"
,,,,,,,,,,,,,2016,
,,,,,,,,,,,,,2016,
,,,,,,,,,,,,,2016,Página 18 / 44
,,,,,,,,,,,,,2016,
,,,,,,,,,,,,,2016,
,Marca(?),Modelo(?),Motor,Versão,"Transmissão
Velocidades
(nº)","Ar
Cond.","Direção
Assistida",Combustível,Quilometragem por Litro(?),,,,2016,Categoria
,,,,,"Manual
(M)
Automática
(A)
Automática
Dupla
Embreagem
(DCT)
Automatizada
(MTA)
Contínua
(CVT)","Sim
(S)
Não
(N)","Hidráulica
(H)
Mecânica
(M)
Elétrica
(E)
Eletro­
hidráulica
(E­H)","Etanol
(E)
Gasolina
(G)
Flex
(F)
Diesel
(D)",Etanol,,"Gasolina /
Diesel",,2016,
,,,,,,,,,"Cidade
(km/l)","Estrada
(km/l)","Cidade
(km/l)","Estrada
(km/l)",2016,
,,,,,,,,,,,,,2016,
,FORD,Fusion (2017),2.0­16V,"AWD
Titanium",A­6,S,E,G,\,\,"8,2","11,1",2016,"EXTRA
GRANDE"
,FORD,Fusion (2017),2.5­16V,Flex SE,A­6,S,E,F,6,"8,5","8,6","12,3",2016,"EXTRA
GRANDE"
,FORD,Fusion (2017),2.0­16V,Hybrid,CVT,S,E,G,\,\,"16,8","15,1",2016,"EXTRA
GRANDE"
,HONDA,Accord,3.5­24V,EX V6,A­6,S,E,G,\,\,"7,8",12,2016,"EXTRA
GRANDE"
,HYUNDAI,Azera,3.0­24V,"3,0 V6",A­6,S,E,G,\,\,7,"10,3",2016,"EXTRA
GRANDE"
,JAGUAR,XE,2.0­16V,"2,0 Pure SI4",A­8,S,E,G,\,\,"8,5","11,6",2016,"EXTRA
GRANDE"
,JAGUAR,XE,2.0­16V,"2,0 R­Sport
SI4",A­8,S,E,G,\,\,"8,5","11,6",2016,"EXTRA
GRANDE"
,JAGUAR,XE,3.0­24V,"3,0 V6SC",A­8,S,E,G,\,\,"7,2","10,5",2016,"EXTRA
GRANDE"
,JAGUAR,XF,2.0­16V,"2,0 T Prestig",A­8,S,H,G,\,\,"8,7","12,2",2016,"EXTRA
GRANDE"
,JAGUAR,XF,2.0­16V,"2,0 T Pure TC",A­8,S,H,G,\,\,"8,7","12,2",2016,"EXTRA
GRANDE"
,JAGUAR,XF,2.0­16V,"2,0 T Pure",A­8,S,H,G,\,\,"8,7","12,2",2016,"EXTRA
GRANDE"
,JAGUAR,XF,2.0­16V,"2,0 T R­Sport",A­8,S,H,G,\,\,"8,7","12,2",2016,"EXTRA
GRANDE"
,JAGUAR,XF,3.0­24V,V6 380CV,A­8,S,H,G,\,\,"6,6","10,1",2016,"EXTRA
GRANDE"
,JAGUAR,XF,3.0­24V,V6 Portfolio,A­8,S,H,G,\,\,"6,7",10,2016,"EXTRA
GRANDE"
,JAGUAR,XJ,3.0­24V,"3,0SC R­Sport",A­8,S,H,G,\,\,"6,5","10,2",2016,"EXTRA
GRANDE"
,JAGUAR,XJ,3.0­24V,"3,0SC
Portfolio",A­8,S,H,G,\,\,"6,5","10,2",2016,"EXTRA
GRANDE"
,KIA,Cadenza,3.5­24V,EX,A­6,S,H,G,\,\,"7,2",10,2016,"EXTRA
GRANDE"
,KIA,Optima,2.0­16V,EX,A­6,S,E,G,\,\,"8,8","11,6",2016,"EXTRA
GRANDE"
,LEXUS,ES350,3.5­24V,,A­6,S,E,G,\,\,"7,7",11,2016,"EXTRA
GRANDE"
,LEXUS,LS460,4.6­32V,,A­8,S,E,G,\,\,"5,9","9,2",2016,"EXTRA
GRANDE"
,MASERATI,Ghibli,3.0­24V,Euro 6,A­8,S,H,G,\,\,"6,3","9,3",2016,"EXTRA
GRANDE"
,MASERATI,Ghibli,3.0­24V,SQ4 Euro 6,A­8,S,H,G,\,\,"6,4","9,2",2016,"EXTRA
GRANDE"
,,,,,,,,,,,,,2016,
,,,,,,,,,,,,,2016,
,,,,,,,,,,,,,2016,Página 19 / 44
,,,,,,,,,,,,,2016,
,,,,,,,,,,,,,2016,
,Marca(?),Modelo(?),Motor,Versão,"Transmissão
Velocidades
(nº)","Ar
Cond.","Direção
Assistida",Combustível,Quilometragem por Litro(?),,,,2016,Categoria
,,,,,"Manual
(M)
Automática
(A)
Automática
Dupla
Embreagem
(DCT)
Automatizada
(MTA)
Contínua
(CVT)","Sim
(S)
Não
(N)","Hidráulica
(H)
Mecânica
(M)
Elétrica
(E)
Eletro­
hidráulica
(E­H)","Etanol
(E)
Gasolina
(G)
Flex
(F)
Diesel
(D)",Etanol,,"Gasolina /
Diesel",,2016,
,,,,,,,,,"Cidade
(km/l)","Estrada
(km/l)","Cidade
(km/l)","Estrada
(km/l)",2016,
,,,,,,,,,,,,,2016,
,MERCEDES­BENZ,AMG C43,3.0­24V,,A­7,S,E,G,\,\,8,"11,4",2016,"EXTRA
GRANDE"
,MERCEDES­BENZ,AMG C 63,4.0­32V,,A­7,S,E,G,\,\,7,"9,3",2016,"EXTRA
GRANDE"
,MERCEDES­BENZ,AMG C 63 S,4.0­32V,,A­7,S,E,G,\,\,7,"9,3",2016,"EXTRA
GRANDE"
,MERCEDES­BENZ,AMG S 63 L 4M,5.5­32V,,A­7,S,E,G,\,\,"6,3","9,4",2016,"EXTRA
GRANDE"
,MERCEDES­BENZ,C180,1.6­16V,,A­7,S,E,G,\,\,"10,9","15,9",2016,"EXTRA
GRANDE"
,MERCEDES­BENZ,C180,1.6­16V,Estate,A­7,S,E,G,\,\,10,"13,6",2016,"EXTRA
GRANDE"
,MERCEDES­BENZ,C180 FF,1.6­16V,,A­7,S,E,F,7,"9,2","10,2","13,3",2016,"EXTRA
GRANDE"
,MERCEDES­BENZ,C180 FF BR,1.6­16V,,A­7,S,E,F,7,"9,2","10,2","13,3",2016,"EXTRA
GRANDE"
,MERCEDES­BENZ,C200,2.0­16V,,A­7,S,E,G,\,\,"9,6","13,2",2016,"EXTRA
GRANDE"
,MERCEDES­BENZ,C200 BR,2.0­16V,,A­7,S,E,G,\,\,"9,6","13,2",2016,"EXTRA
GRANDE"
,MERCEDES­BENZ,C250,2.0­16V,,A­7,S,E,G,\,\,"9,6","13,6",2016,"EXTRA
GRANDE"
,MERCEDES­BENZ,C250 BR,2.0­16V,,A­7,S,E,G,\,\,"9,7","13,6",2016,"EXTRA
GRANDE"
,MERCEDES­BENZ,E250,2.0­16V,,A­7,S,E,G,\,\,"9,5","13,4",2016,"EXTRA
GRANDE"
,MERCEDES­BENZ,E250,2.0­16V,Exclusive,A­7,S,E,G,\,\,"9,2","12,6",2016,"EXTRA
GRANDE"
,MERCEDES­BENZ,E250,2.0­16V,Avantgarde,A­7,S,E,G,\,\,"9,2","12,6",2016,"EXTRA
GRANDE"
,NISSAN,Altima,2.5­16V,25SL,CVT,S,E­H,G,\,\,"9,7","13,1",2016,"EXTRA
GRANDE"
,PEUGEOT,408,2.0­16V,Allure,A­6,S,E­H,F,"5,6","7,8","8,2","11,1",2016,"EXTRA
GRANDE"
,PEUGEOT,408,1.6­16V,Griffe THP,A­6,S,E­H,F,"7,3","9,2","10,6",13,2016,"EXTRA
GRANDE"
,PEUGEOT,408,1.6­16V,Allure THP,A­6,S,E­H,F,"7,3","9,2","10,6",13,2016,"EXTRA
GRANDE"
,ROLLS­ROYCE,Ghost,6.5­48V,Series II,A­8,S,H,G,\,\,"4,9",7,2016,"EXTRA
GRANDE"
,TOYOTA,Camry,3.5­24V,XLE,A­6,S,E,G,\,\,"7,6","10,2",2016,"EXTRA
GRANDE"
,VOLVO,S60,2.0­16V,"2,0 T6 Inscript",A­8,S,E­H,G,\,\,"8,3","11,3",2016,"EXTRA
GRANDE"
,,,,,,,,,,,,,2016,
,,,,,,,,,,,,,2016,
,,,,,,,,,,,,,2016,Página 20 / 44
,,,,,,,,,,,,,2016,
,,,,,,,,,,,,,2016,
,Marca(?),Modelo(?),Motor,Versão,"Transmissão
Velocidades
(nº)","Ar
Cond.","Direção
Assistida",Combustível,Quilometragem por Litro(?),,,,2016,Categoria
,,,,,"Manual
(M)
Automática
(A)
Automática
Dupla
Embreagem
(DCT)
Automatizada
(MTA)
Contínua
(CVT)","Sim
(S)
Não
(N)","Hidráulica
(H)
Mecânica
(M)
Elétrica
(E)
Eletro­
hidráulica
(E­H)","Etanol
(E)
Gasolina
(G)
Flex
(F)
Diesel
(D)",Etanol,,"Gasolina /
Diesel",,2016,
,,,,,,,,,"Cidade
(km/l)","Estrada
(km/l)","Cidade
(km/l)","Estrada
(km/l)",2016,
,,,,,,,,,,,,,2016,
,VOLVO,S60,2.0­16V,"2,0 T6 Kinetic",A­8,S,E­H,G,\,\,"8,3","11,3",2016,"EXTRA
GRANDE"
,VOLVO,S60,2.0­16V,"2,0 T6
Momentum",A­8,S,E­H,G,\,\,"8,3","11,3",2016,"EXTRA
GRANDE"
,VOLVO,S60,2.0­16V,"2,0 T6 R­
Design",A­8,S,E­H,G,\,\,"8,3","11,3",2016,"EXTRA
GRANDE"
,VOLVO,S60,2.0­16V,"2,0 T5
Comfort",A­8,S,E­H,G,\,\,"8,4","11,7",2016,"EXTRA
GRANDE"
,VOLVO,S60,2.0­16V,"2,0 T5
Dynamic",A­8,S,E­H,G,\,\,"8,4","11,7",2016,"EXTRA
GRANDE"
,VOLVO,S60,2.0­16V,"2,0 T5 Inscript",A­8,S,E­H,G,\,\,"8,4","11,7",2016,"EXTRA
GRANDE"
,VOLVO,S60,2.0­16V,"2,0 T5 Kinetic",A­8,S,E­H,G,\,\,"8,4","11,7",2016,"EXTRA
GRANDE"
,VOLVO,S60,2.0­16V,"2,0 T5
Momentum",A­8,S,E­H,G,\,\,"8,4","11,7",2016,"EXTRA
GRANDE"
,VOLVO,S60,2.0­16V,"2,0 T5 R­
Design",A­8,S,E­H,G,\,\,"8,4","11,7",2016,"EXTRA
GRANDE"
,VOLVO,S60,2.0­16V,T4 Inscript,DCT­6,S,E,G,\,\,"9,6","12,2",2016,"EXTRA
GRANDE"
,VOLVO,S60,2.0­16V,T4 Kinetic,DCT­6,S,E,G,\,\,"9,6","12,2",2016,"EXTRA
GRANDE"
,VOLVO,S60,2.0­16V,T4 Momentum,DCT­6,S,E,G,\,\,"9,6","12,2",2016,"EXTRA
GRANDE"
,VOLVO,S60,2.0­16V,T4 R­Design,DCT­6,S,E,G,\,\,"9,6","12,2",2016,"EXTRA
GRANDE"
,VOLVO,"S60 (Rodas 17"")",2.0­16V,T4 Inscript,DCT­6,S,E,G,\,\,"10,3","12,6",2016,"EXTRA
GRANDE"
,VOLVO,"S60 (Rodas 17"")",2.0­16V,T4 Kinetic,DCT­6,S,E,G,\,\,"10,3","12,6",2016,"EXTRA
GRANDE"
,VOLVO,"S60 (Rodas 17"")",2.0­16V,T4 Momentum,DCT­6,S,E,G,\,\,"10,3","12,6",2016,"EXTRA
GRANDE"
,VOLVO,"S60 (Rodas 17"")",2.0­16V,T4 R­Design,DCT­6,S,E,G,\,\,"10,3","12,6",2016,"EXTRA
GRANDE"
,VOLVO,V60,2.0­16V,"2,0 T5
Comfort",A­8,S,E­H,G,\,\,"8,9","11,7",2016,"EXTRA
GRANDE"
,VOLVO,V60,2.0­16V,"2,0 T5
Dynamic",A­8,S,E­H,G,\,\,"8,9","11,7",2016,"EXTRA
GRANDE"
,VOLVO,V60,2.0­16V,"2,0 T5 Inscript",A­8,S,E­H,G,\,\,"8,9","11,7",2016,"EXTRA
GRANDE"
,VOLVO,V60,2.0­16V,"2,0 T5 Kinetic",A­8,S,E­H,G,\,\,"8,9","11,7",2016,"EXTRA
GRANDE"
,VOLVO,V60,2.0­16V,"2,0 T5
Momentum",A­8,S,E­H,G,\,\,"8,9","11,7",2016,"EXTRA
GRANDE"
,,,,,,,,,,,,,2016,
,,,,,,,,,,,,,2016,
,,,,,,,,,,,,,2016,Página 21 / 44
,,,,,,,,,,,,,2016,
,,,,,,,,,,,,,2016,
,Marca(?),Modelo(?),Motor,Versão,"Transmissão
Velocidades
(nº)","Ar
Cond.","Direção
Assistida",Combustível,Quilometragem por Litro(?),,,,2016,Categoria
,,,,,"Manual
(M)
Automática
(A)
Automática
Dupla
Embreagem
(DCT)
Automatizada
(MTA)
Contínua
(CVT)","Sim
(S)
Não
(N)","Hidráulica
(H)
Mecânica
(M)
Elétrica
(E)
Eletro­
hidráulica
(E­H)","Etanol
(E)
Gasolina
(G)
Flex
(F)
Diesel
(D)",Etanol,,"Gasolina /
Diesel",,2016,
,,,,,,,,,"Cidade
(km/l)","Estrada
(km/l)","Cidade
(km/l)","Estrada
(km/l)",2016,
,,,,,,,,,,,,,2016,
,VOLVO,V60,2.0­16V,"2,0 T5 R­
Design",A­8,S,E­H,G,\,\,"8,9","11,7",2016,"EXTRA
GRANDE"
,VOLVO,V60,2.0­16V,"2,0 T6 R­
Design",A­8,S,E­H,G,\,\,8,11,2016,"EXTRA
GRANDE"
,VOLVO,V60,2.0­16V,"2,0 T6 Inscript",A­8,S,E­H,G,\,\,8,11,2016,"EXTRA
GRANDE"
,VOLVO,V60,2.0­16V,"2,0 T6 Kinetic",A­8,S,E­H,G,\,\,8,11,2016,"EXTRA
GRANDE"
,VOLVO,V60,2.0­16V,"2,0 T6
Moment",A­8,S,E­H,G,\,\,8,11,2016,"EXTRA
GRANDE"
,VOLVO,V60,2.0­16V,T4 Inscript,DCT­6,S,E,G,\,\,"9,5","11,5",2016,"EXTRA
GRANDE"
,VOLVO,V60,2.0­16V,T4 Kinetic,DCT­6,S,E,G,\,\,"9,5","11,5",2016,"EXTRA
GRANDE"
,VOLVO,V60,2.0­16V,T4 Momentum,DCT­6,S,E,G,\,\,"9,5","11,5",2016,"EXTRA
GRANDE"
,VOLVO,V60,2.0­16V,T4 R­Design,DCT­6,S,E,G,\,\,"9,5","11,5",2016,"EXTRA
GRANDE"
,VOLVO,"V60 (Rodas 17"")",2.0­16V,T4 Inscript,DCT­6,S,E,G,\,\,"9,8","12,4",2016,"EXTRA
GRANDE"
,VOLVO,"V60 (Rodas 17"")",2.0­16V,T4 Kinetic,DCT­6,S,E,G,\,\,"9,8","12,4",2016,"EXTRA
GRANDE"
,VOLVO,"V60 (Rodas 17"")",2.0­16V,T4 Momentum,DCT­6,S,E,G,\,\,"9,8","12,4",2016,"EXTRA
GRANDE"
,VOLVO,"V60 (Rodas 17"")",2.0­16V,T4 R­Design,DCT­6,S,E,G,\,\,"9,8","12,4",2016,"EXTRA
GRANDE"
,VOLKSWAGEN,Novo Passat,2.0­16V,Comfortline,DCT­6,S,E,G,\,\,"10,4","12,9",2016,"EXTRA
GRANDE"
,VOLKSWAGEN,Novo Passat,2.0­16V,Highline,DCT­6,S,E,G,\,\,"10,4","12,9",2016,"EXTRA
GRANDE"
,VOLKSWAGEN,CC,2.0­16V,,DCT­6,S,E,G,\,\,8,"10,6",2016,"EXTRA
GRANDE"
,VOLKSWAGEN,Touareg V6,3.6­24V,,A­8,S,E­H,G,\,\,"5,8","7,4",2016,"EXTRA
GRANDE"
,VOLKSWAGEN,Touareg V8,4.2­32V,,A­8,S,E­H,G,\,\,"5,8","7,5",2016,"EXTRA
GRANDE"
,CHEVROLET,Nova Tracker (2017),1.4T­16V,LT,A­6,S,E,F,"7,3","8,2","10,6","11,7",2016,"UTILITÁRIO
ESPORTIVO
COMPACTO"
,CHEVROLET,Nova Tracker (2017),1.4T­16V,LTZ,A­6,S,E,F,"7,3","8,2","10,6","11,7",2016,"UTILITÁRIO
ESPORTIVO
COMPACTO"
,CITROEN,Aircross,1.6­16V,A Shine,A­4,S,E,F,"7,2","8,2","10,2","11,7",2016,"UTILITÁRIO
ESPORTIVO
COMPACTO"
,,,,,,,,,,,,,2016,
,,,,,,,,,,,,,2016,
,,,,,,,,,,,,,2016,Página 22 / 44
,,,,,,,,,,,,,2016,
,,,,,,,,,,,,,2016,
,Marca(?),Modelo(?),Motor,Versão,"Transmissão
Velocidades
(nº)","Ar
Cond.","Direção
Assistida",Combustível,Quilometragem por Litro(?),,,,2016,Categoria
,,,,,"Manual
(M)
Automática
(A)
Automática
Dupla
Embreagem
(DCT)
Automatizada
(MTA)
Contínua
(CVT)","Sim
(S)
Não
(N)","Hidráulica
(H)
Mecânica
(M)
Elétrica
(E)
Eletro­
hidráulica
(E­H)","Etanol
(E)
Gasolina
(G)
Flex
(F)
Diesel
(D)",Etanol,,"Gasolina /
Diesel",,2016,
,,,,,,,,,"Cidade
(km/l)","Estrada
(km/l)","Cidade
(km/l)","Estrada
(km/l)",2016,
,,,,,,,,,,,,,2016,
,CITROEN,Aircross,1.6­16V,A Feel,A­4,S,E,F,"7,2","8,2","10,2","11,7",2016,"UTILITÁRIO
ESPORTIVO
COMPACTO"
,CITROEN,Aircross,1.6­16V,A Live,A­4,S,E,F,"7,2","8,2","10,2","11,7",2016,"UTILITÁRIO
ESPORTIVO
COMPACTO"
,CITROEN,Aircross,1.6­16V,Feel,M­5,S,E,F,"7,3","8,2","10,2","11,8",2016,"UTILITÁRIO
ESPORTIVO
COMPACTO"
,CITROEN,Aircross (2017),1.6­16V,Feel,M­5,S,E,F,"7,6","8,8","10,9","12,8",2016,"UTILITÁRIO
ESPORTIVO
COMPACTO"
,CITROEN,Aircross,1.5­8V,Start,M­5,S,E,F,"7,5","8,2","10,3","11,6",2016,"UTILITÁRIO
ESPORTIVO
COMPACTO"
,CITROEN,Aircross,1.5­8V,Live,M­5,S,E,F,"7,5","8,2","10,3","11,6",2016,"UTILITÁRIO
ESPORTIVO
COMPACTO"
,CITROEN,Aircross (2017),1.5­8V,Start,M­5,S,E,F,"7,2","8,3","10,6","12,4",2016,"UTILITÁRIO
ESPORTIVO
COMPACTO"
,CITROEN,Aircross (2017),1.5­8V,Live,M­5,S,E,F,"7,2","8,3","10,6","12,4",2016,"UTILITÁRIO
ESPORTIVO
COMPACTO"
,FIAT,Dobló,1.8­16V,Adventure,M­5,S,H,F,"6,1","6,6","8,5","9,6",2016,"UTILITÁRIO
ESPORTIVO
COMPACTO"
,FIAT,Idea,1.8­16V,Adventure,M­5,S,H,F,"6,3",7,"8,9","10,1",2016,"UTILITÁRIO
ESPORTIVO
COMPACTO"
,FIAT,Idea,1.8­16V,"Adventure
Dualogic",MTA­5,S,H,F,"6,3","6,9","8,8","9,8",2016,"UTILITÁRIO
ESPORTIVO
COMPACTO"
,FIAT,Novo Uno,1.4­8V,Way,M­5,S,H,F,"7,8","8,8","11,2","12,5",2016,"UTILITÁRIO
ESPORTIVO
COMPACTO"
,FIAT,Novo Uno,1.4­8V,Way Dualogic,MTA­5,S,H,F,"7,7","8,3","11,1","11,8",2016,"UTILITÁRIO
ESPORTIVO
COMPACTO"
,FIAT,Novo Uno (2017),1.3­8V,Way,M­5,S,H,F,"9,2","10,1","12,9",14,2016,"UTILITÁRIO
ESPORTIVO
COMPACTO"
,FIAT,Novo Uno (2017),1.3­8V,Way Dualogic,MTA­5,S,H,F,"9,3","10,1","13,2","13,7",2016,"UTILITÁRIO
ESPORTIVO
COMPACTO"
,FIAT,Weekend (2017),1.8­16V,Adventure,M­5,S,H,F,"6,8","7,5","9,7","11,1",2016,"UTILITÁRIO
ESPORTIVO
COMPACTO"
,,,,,,,,,,,,,2016,
,,,,,,,,,,,,,2016,
,,,,,,,,,,,,,2016,
,,,,,,,,,,,,,2016,
,Marca(?),Modelo(?),Motor,Versão,"Transmissão
Velocidades
(nº)","Ar
Cond.","Direção
Assistida",Combustível,Quilometragem por Litro(?),,,,2016,Categoria
,,,,,"Manual
(M)
Automática
(A)
Automática
Dupla
Embreagem
(DCT)
Automatizada
(MTA)
Contínua
(CVT)","Sim
(S)
Não
(N)","Hidráulica
(H)
Mecânica
(M)
Elétrica
(E)
Eletro­
hidráulica
(E­H)","Etanol
(E)
Gasolina
(G)
Flex
(F)
Diesel
(D)",Etanol,,"Gasolina /
Diesel",,2016,
,,,,,,,,,"Cidade
(km/l)","Estrada
(km/l)","Cidade
(km/l)","Estrada
(km/l)",2016,
,,,,,,,,,,,,,2016,
,FIAT,Weekend (2017),1.8­16V,"Adventure
Dualogic",MTA­5,S,H,F,"7,2","7,9","10,2","11,2",2016,"UTILITÁRIO
ESPORTIVO
COMPACTO"
,FIAT,Weekend,1.8­16V,Adventure,M­5,S,H,F,"6,6","7,2","9,7","10,2",2016,"UTILITÁRIO
ESPORTIVO
COMPACTO"
,FIAT,Weekend,1.8­16V,"Adventure
Dualogic",MTA­5,S,H,F,"6,5","7,2","9,5","10,2",2016,"UTILITÁRIO
ESPORTIVO
COMPACTO"
,FIAT,Weekend,1.6­16V,Trekking,M­5,S,H,F,"6,9","7,8","9,7","11,2",2016,"UTILITÁRIO
ESPORTIVO
COMPACTO"
,FORD,Ecosport,2.0­16V,Freestyle,M­5,S,E,F,"6,5","8,1",9,"11,7",2016,"UTILITÁRIO
ESPORTIVO
COMPACTO"
,FORD,Ecosport,1.6­16V,S,M­5,S,E,F,7,"8,2","10,2","11,8",2016,"UTILITÁRIO
ESPORTIVO
COMPACTO"
,FORD,Ecosport,1.6­16V,SE,M­5,S,E,F,7,"8,2","10,2","11,8",2016,"UTILITÁRIO
ESPORTIVO
COMPACTO"
,FORD,Ecosport,1.6­16V,Titanium,M­5,S,E,F,7,"8,2","10,2","11,8",2016,"UTILITÁRIO
ESPORTIVO
COMPACTO"
,FORD,Ecosport,1.6­16V,Freestyle,M­5,S,E,F,7,"8,2","10,2","11,8",2016,"UTILITÁRIO
ESPORTIVO
COMPACTO"
,FORD,Ecosport,1.6­16V,SE,DCT­6,S,E,F,"7,2","8,3","10,2","12,1",2016,"UTILITÁRIO
ESPORTIVO
COMPACTO"
,FORD,Ecosport,1.6­16V,Freestyle,DCT­6,S,E,F,"7,2","8,3","10,2","12,1",2016,"UTILITÁRIO
ESPORTIVO
COMPACTO"
,FORD,Ecosport,2.0­16V,SE,DCT­6,S,E,F,"6,6",8,"9,7","11,5",2016,"UTILITÁRIO
ESPORTIVO
COMPACTO"
,FORD,Ecosport,2.0­16V,Titanium,DCT­6,S,E,F,"6,6",8,"9,7","11,5",2016,"UTILITÁRIO
ESPORTIVO
COMPACTO"
,FORD,Ecosport,2.0­16V,Freestyle,DCT­6,S,E,F,"6,6",8,"9,7","11,5",2016,"UTILITÁRIO
ESPORTIVO
COMPACTO"
,HONDA,HR­V,1.8­16V,EX,CVT,S,E,F,"7,1","8,5","10,5","12,1",2016,"UTILITÁRIO
ESPORTIVO
COMPACTO"
,HONDA,HR­V,1.8­16V,LX,M­6,S,E,F,"6,7","8,6",10,"12,5",2016,"UTILITÁRIO
ESPORTIVO
COMPACTO"
,,,,,,,,,,,,,2016,
,,,,,,,,,,,,,2016,
,,,,,,,,,,,,,2016,
,,,,,,,,,,,,,2016,
,Marca(?),Modelo(?),Motor,Versão,"Transmissão
Velocidades
(nº)","Ar
Cond.","Direção
Assistida",Combustível,Quilometragem por Litro(?),,,,2016,Categoria
,,,,,"Manual
(M)
Automática
(A)
Automática
Dupla
Embreagem
(DCT)
Automatizada
(MTA)
Contínua
(CVT)","Sim
(S)
Não
(N)","Hidráulica
(H)
Mecânica
(M)
Elétrica
(E)
Eletro­
hidráulica
(E­H)","Etanol
(E)
Gasolina
(G)
Flex
(F)
Diesel
(D)",Etanol,,"Gasolina /
Diesel",,2016,
,,,,,,,,,"Cidade
(km/l)","Estrada
(km/l)","Cidade
(km/l)","Estrada
(km/l)",2016,
,,,,,,,,,,,,,2016,
,HONDA,HR­V,1.8­16V,LX,CVT,S,E,F,"7,1","8,5","10,5","12,1",2016,"UTILITÁRIO
ESPORTIVO
COMPACTO"
,HONDA,HR­V,1.8­16V,EX,CVT,S,E,F,"7,1","8,5","10,5","12,1",2016,"UTILITÁRIO
ESPORTIVO
COMPACTO"
,HONDA,HR­V,1.8­16V,EXL,CVT,S,E,F,"7,1","8,5","10,5","12,1",2016,"UTILITÁRIO
ESPORTIVO
COMPACTO"
,HYUNDAI,HB20X,1.6­16V,Style,M­6,S,E,F,"8,3","9,8","11,6","13,4",2016,"UTILITÁRIO
ESPORTIVO
COMPACTO"
,HYUNDAI,HB20X,1.6­16V,Style,A­6,S,E,F,"7,1","8,7","10,1","11,4",2016,"UTILITÁRIO
ESPORTIVO
COMPACTO"
,HYUNDAI,HB20X,1.6­16V,Premium,A­6,S,E,F,"7,1","8,7","10,1","11,4",2016,"UTILITÁRIO
ESPORTIVO
COMPACTO"
,HYUNDAI,Tucson,2.0­16V,GLB,A­4,S,H,F,5,"5,9","7,1","8,3",2016,"UTILITÁRIO
ESPORTIVO
COMPACTO"
,HYUNDAI,Tucson,2.0­16V,GLSB,A­4,S,H,F,5,"5,9","7,1","8,3",2016,"UTILITÁRIO
ESPORTIVO
COMPACTO"
,JAC,T5,1.5­16V,Jetflex,M­6,S,E,F,"6,8","8,2","9,6","12,2",2016,"UTILITÁRIO
ESPORTIVO
COMPACTO"
,JEEP,Renegade,1.8­16V,Sport,M­5,S,E,F,"6,7","7,4","9,6","10,7",2016,"UTILITÁRIO
ESPORTIVO
COMPACTO"
